obs_date,obs_lat,obs_lon,obs_source,chl_type,in_situ_chl,NASA_chlor_a,TPCA_chl,chl_ci,chl_ocx,CI,MBR,max_blue_rrs,rrs443,rrs488,NaN,rrs547,rrs667,MEI,day_radius,pixel_radius,sat_start_date,sat_end_date,sat_start_lat,sat_end_lat,sat_start_lon,sat_end_lon,validation_set
2003-09-07,-1.497,235.243,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1772,0.1793,0.2057,0.1826,0.2090,-0.00134,3.17116,0.00579,0.00579,0.00486,NaN,0.00183,0.00015,0.460,2,1,2003-09-05,2003-09-09,-1.542,-1.375,-1.542,-1.375,1
2003-09-07,-1.000,235.377,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1627,0.1826,0.2092,0.1847,0.2124,-0.00132,3.13603,0.00570,0.00570,0.00485,NaN,0.00182,0.00019,0.460,2,1,2003-09-05,2003-09-09,-1.042,-0.875,-1.042,-0.875,1
2003-09-07,-2.502,235.080,MBARI: Strutton & Chavez. 2008,Fluorescence,0.2041,0.1956,0.2312,0.1883,0.2357,-0.00129,2.92333,0.00623,0.00623,0.00533,NaN,0.00213,0.00017,0.460,2,1,2003-09-05,2003-09-09,-2.625,-2.458,-2.625,-2.458,1
2003-09-07,-0.499,235.526,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1958,0.2113,0.2504,0.2210,0.2504,-0.00098,2.80703,0.00504,0.00504,0.00448,NaN,0.00180,0.00017,0.460,2,1,2003-09-05,2003-09-09,-0.542,-0.375,-0.542,-0.375,0
2003-09-08,-3.988,235.065,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1285,0.1539,0.1553,0.1578,0.1546,-0.00162,3.88054,0.00573,0.00573,0.00478,NaN,0.00148,0.00006,0.460,2,1,2003-09-06,2003-09-10,-4.042,-3.875,-4.042,-3.875,1
2003-09-08,-5.003,235.059,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1564,0.1439,0.1686,0.1369,0.1806,-0.00189,3.50042,0.00722,0.00722,0.00579,NaN,0.00206,0.00018,0.460,2,1,2003-09-06,2003-09-10,-5.125,-4.958,-5.125,-4.958,0
2003-09-08,-2.999,235.078,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1917,0.1969,0.2343,0.1841,0.2405,-0.00133,2.88429,0.00649,0.00649,0.00549,NaN,0.00225,0.00022,0.460,2,1,2003-09-06,2003-09-10,-3.042,-2.875,-3.042,-2.875,1
2003-09-09,-7.962,235.011,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1513,0.1476,0.1614,0.1442,0.1668,-0.00179,3.69057,0.00648,0.00648,0.00524,NaN,0.00176,0.00016,0.460,2,1,2003-09-07,2003-09-11,-8.042,-7.875,-8.042,-7.875,0
2003-09-09,-6.999,235.033,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1554,0.1488,0.1612,0.1450,0.1661,-0.00178,3.70121,0.00645,0.00645,0.00526,NaN,0.00174,0.00014,0.460,2,1,2003-09-07,2003-09-11,-7.042,-6.875,-7.042,-6.875,1
2003-09-09,-5.999,235.038,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1523,0.1396,0.1700,0.1308,0.1867,-0.00197,3.42297,0.00768,0.00768,0.00605,NaN,0.00224,0.00022,0.460,2,1,2003-09-07,2003-09-11,-6.042,-5.875,-6.042,-5.875,1
2003-09-18,-4.002,219.903,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1595,0.1518,0.1847,0.1454,0.1979,-0.00177,3.29032,0.00704,0.00704,0.00563,NaN,0.00214,0.00030,0.460,2,1,2003-09-16,2003-09-20,-4.125,-3.958,-4.125,-3.958,1
2003-09-18,-5.149,220.074,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1513,0.1472,0.1741,0.1400,0.1864,-0.00184,3.42649,0.00704,0.00704,0.00560,NaN,0.00205,0.00028,0.460,2,1,2003-09-16,2003-09-20,-5.208,-5.042,-5.208,-5.042,1
2003-09-19,-1.990,220.033,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1347,0.1410,0.1536,0.1355,0.1599,-0.00191,3.79659,0.00669,0.00669,0.00538,NaN,0.00176,0.00019,0.460,2,1,2003-09-17,2003-09-21,-2.042,-1.875,-2.042,-1.875,1
2003-09-19,-1.002,220.023,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1595,0.1606,0.1951,0.1541,0.2068,-0.00166,3.19413,0.00688,0.00688,0.00561,NaN,0.00216,0.00028,0.460,2,1,2003-09-17,2003-09-21,-1.125,-0.958,-1.125,-0.958,1
2003-09-20,0.000,220.000,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1544,0.1910,0.2250,0.1999,0.2263,-0.00117,3.00443,0.00542,0.00542,0.00464,NaN,0.00180,0.00016,0.460,2,1,2003-09-18,2003-09-22,-0.042,0.125,-0.042,0.125,0
2003-09-21,0.498,219.910,MBARI: Strutton & Chavez. 2008,Fluorescence,0.2321,0.2183,0.2575,0.2035,0.2590,-0.00114,2.74499,0.00603,0.00603,0.00506,NaN,0.00220,0.00023,0.460,2,1,2003-09-19,2003-09-23,0.375,0.542,0.375,0.542,1
2003-09-21,1.000,220.046,MBARI: Strutton & Chavez. 2008,Fluorescence,0.2113,0.1711,0.2069,0.1620,0.2177,-0.00157,3.08426,0.00692,0.00692,0.00571,NaN,0.00224,0.00023,0.460,2,1,2003-09-19,2003-09-23,0.958,1.125,0.958,1.125,0
2003-09-21,1.499,220.034,MBARI: Strutton & Chavez. 2008,Fluorescence,0.2227,0.1847,0.2167,0.1716,0.2253,-0.00146,3.01398,0.00661,0.00661,0.00545,NaN,0.00219,0.00024,0.460,2,1,2003-09-19,2003-09-23,1.375,1.542,1.375,1.542,0
2003-09-23,7.004,219.890,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0829,0.0745,0.0799,0.0599,0.0968,-0.00344,5.15807,0.00976,0.00976,0.00671,NaN,0.00189,0.00024,0.460,2,1,2003-09-21,2003-09-25,6.958,7.125,6.958,7.125,0
2003-09-23,5.999,219.969,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0767,0.0939,0.1024,0.0802,0.1175,-0.00289,4.61310,0.00875,0.00875,0.00635,NaN,0.00190,0.00022,0.460,2,1,2003-09-21,2003-09-25,5.875,6.042,5.875,6.042,1
2003-09-23,5.004,220.023,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1637,0.1545,0.1841,0.1495,0.1948,-0.00172,3.32551,0.00680,0.00680,0.00547,NaN,0.00205,0.00026,0.460,2,1,2003-09-21,2003-09-25,4.958,5.125,4.958,5.125,1
2003-09-24,9.000,219.750,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0746,0.0670,0.0713,0.0521,0.0895,-0.00371,5.38453,0.01031,0.01031,0.00694,NaN,0.00191,0.00021,0.460,2,1,2003-09-22,2003-09-26,8.958,9.125,8.958,9.125,1
2003-10-21,6.008,205.062,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1668,0.0715,0.0862,0.0553,0.1272,-0.00360,4.39560,0.01120,0.01120,0.00775,NaN,0.00255,0.00031,0.497,2,1,2003-10-19,2003-10-23,5.958,6.125,5.958,6.125,1
2003-10-22,2.495,205.021,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1430,0.1524,0.1603,0.1502,0.1631,-0.00171,3.74708,0.00610,0.00610,0.00502,NaN,0.00163,0.00016,0.497,2,1,2003-10-20,2003-10-24,2.375,2.542,2.375,2.542,0
2003-10-22,3.006,205.032,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1595,0.1600,0.1856,0.1554,0.1940,-0.00165,3.33532,0.00655,0.00655,0.00531,NaN,0.00196,0.00022,0.497,2,1,2003-10-20,2003-10-24,2.958,3.125,2.958,3.125,1
2003-10-23,1.505,204.993,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1233,0.1324,0.1564,0.1227,0.1721,-0.00209,3.61434,0.00759,0.00759,0.00589,NaN,0.00210,0.00027,0.497,2,1,2003-10-21,2003-10-25,1.458,1.625,1.458,1.625,1
2003-10-24,-0.498,205.024,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1948,0.2089,0.2474,0.2010,0.2492,-0.00116,2.81590,0.00574,0.00574,0.00498,NaN,0.00204,0.00027,0.497,2,1,2003-10-22,2003-10-26,-0.542,-0.375,-0.542,-0.375,1
2003-10-24,-0.991,205.046,MBARI: Strutton & Chavez. 2008,Fluorescence,0.2196,0.2061,0.2429,0.1979,0.2455,-0.00119,2.84486,0.00580,0.00580,0.00501,NaN,0.00204,0.00027,0.497,2,1,2003-10-22,2003-10-26,-1.042,-0.875,-1.042,-0.875,1
2003-10-24,0.028,204.991,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1368,0.1521,0.1698,0.1466,0.1771,-0.00176,3.54594,0.00656,0.00656,0.00534,NaN,0.00185,0.00020,0.497,2,1,2003-10-22,2003-10-26,-0.042,0.125,-0.042,0.125,1
2003-10-24,-1.491,205.029,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1668,0.1771,0.2092,0.1737,0.2156,-0.00144,3.10489,0.00621,0.00621,0.00528,NaN,0.00200,0.00024,0.497,2,1,2003-10-22,2003-10-26,-1.542,-1.375,-1.542,-1.375,1
2003-10-25,-2.502,205.027,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1813,0.1684,0.1987,0.1627,0.2073,-0.00156,3.18868,0.00658,0.00658,0.00542,NaN,0.00206,0.00022,0.497,2,1,2003-10-23,2003-10-27,-2.625,-2.458,-2.625,-2.458,0
2003-10-25,-0.335,205.045,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1668,0.1824,0.2099,0.1725,0.2169,-0.00145,3.09264,0.00630,0.00630,0.00527,NaN,0.00204,0.00025,0.497,2,1,2003-10-23,2003-10-27,-0.458,-0.292,-0.458,-0.292,1
2003-10-25,-2.992,205.003,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1772,0.1575,0.1839,0.1519,0.1933,-0.00169,3.34332,0.00674,0.00674,0.00551,NaN,0.00202,0.00021,0.497,2,1,2003-10-23,2003-10-27,-3.042,-2.875,-3.042,-2.875,1
2003-10-26,-4.913,205.014,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0953,0.1200,0.1312,0.1091,0.1420,-0.00232,4.09975,0.00765,0.00765,0.00598,NaN,0.00187,0.00018,0.497,2,1,2003-10-24,2003-10-28,-4.958,-4.792,-4.958,-4.792,1
2003-10-26,-4.013,204.995,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0964,0.1303,0.1406,0.1210,0.1486,-0.00212,3.98197,0.00719,0.00719,0.00566,NaN,0.00181,0.00016,0.497,2,1,2003-10-24,2003-10-28,-4.125,-3.958,-4.125,-3.958,1
2003-10-27,-6.993,205.024,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1513,0.1431,0.1682,0.1357,0.1807,-0.00190,3.49879,0.00722,0.00722,0.00585,NaN,0.00206,0.00021,0.497,2,1,2003-10-25,2003-10-29,-7.042,-6.875,-7.042,-6.875,0
2003-10-27,-5.993,205.011,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1036,0.1286,0.1448,0.1193,0.1565,-0.00215,3.84922,0.00746,0.00746,0.00595,NaN,0.00194,0.00019,0.497,2,1,2003-10-25,2003-10-29,-6.042,-5.875,-6.042,-5.875,0
2003-10-28,-8.262,204.997,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1150,0.1164,0.1335,0.1045,0.1502,-0.00240,3.95539,0.00810,0.00810,0.00611,NaN,0.00205,0.00023,0.497,2,1,2003-10-26,2003-10-30,-8.375,-8.208,-8.375,-8.208,1
2003-11-05,-2.999,189.970,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1741,0.1533,0.1851,0.1469,0.1975,-0.00175,3.29455,0.00714,0.00714,0.00574,NaN,0.00217,0.00021,0.584,2,1,2003-11-03,2003-11-07,-3.042,-2.875,-3.042,-2.875,1
2003-11-05,-2.502,189.961,MBARI: Strutton & Chavez. 2008,Fluorescence,0.2341,0.1608,0.1787,0.1616,0.1829,-0.00157,3.47000,0.00608,0.00608,0.00496,NaN,0.00175,0.00015,0.584,2,1,2003-11-03,2003-11-07,-2.625,-2.458,-2.625,-2.458,0
2003-11-05,-3.992,189.979,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0850,0.1054,0.1064,0.0931,0.1107,-0.00261,4.77791,0.00787,0.00787,0.00584,NaN,0.00165,0.00010,0.584,2,1,2003-11-03,2003-11-07,-4.042,-3.875,-4.042,-3.875,0
2003-11-06,-1.000,189.957,MBARI: Strutton & Chavez. 2008,Fluorescence,0.2186,0.1872,0.2193,0.1783,0.2256,-0.00139,3.01074,0.00629,0.00629,0.00530,NaN,0.00209,0.00023,0.584,2,1,2003-11-04,2003-11-08,-1.042,-0.875,-1.042,-0.875,0
2003-11-06,-2.193,189.971,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1554,0.1720,0.1964,0.1810,0.1989,-0.00136,3.27941,0.00564,0.00564,0.00473,NaN,0.00172,0.00013,0.584,2,1,2003-11-04,2003-11-08,-2.292,-2.125,-2.292,-2.125,0
2003-11-06,-0.503,189.943,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1844,0.1575,0.1868,0.1520,0.1971,-0.00169,3.29941,0.00680,0.00680,0.00558,NaN,0.00206,0.00023,0.584,2,1,2003-11-04,2003-11-08,-0.625,-0.458,-0.625,-0.458,0
2003-11-06,-1.502,189.952,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1782,0.1584,0.1882,0.1533,0.1983,-0.00167,3.28608,0.00685,0.00685,0.00571,NaN,0.00208,0.00019,0.584,2,1,2003-11-04,2003-11-08,-1.625,-1.458,-1.625,-1.458,0
2003-11-06,-0.034,189.922,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1886,0.1788,0.2111,0.1752,0.2173,-0.00142,3.08855,0.00621,0.00621,0.00523,NaN,0.00201,0.00023,0.584,2,1,2003-11-04,2003-11-08,-0.125,0.042,-0.125,0.042,0
2003-11-07,1.503,189.968,MBARI: Strutton & Chavez. 2008,Fluorescence,0.2631,0.2018,0.2381,0.1893,0.2428,-0.00128,2.86547,0.00610,0.00610,0.00509,NaN,0.00213,0.00030,0.584,2,1,2003-11-05,2003-11-09,1.458,1.625,1.458,1.625,0
2003-11-07,1.995,189.987,MBARI: Strutton & Chavez. 2008,Fluorescence,0.2041,0.1528,0.1836,0.1442,0.1970,-0.00179,3.30029,0.00711,0.00711,0.00565,NaN,0.00215,0.00029,0.584,2,1,2003-11-05,2003-11-09,1.875,2.042,1.875,2.042,1
2003-11-07,0.490,189.923,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1875,0.2126,0.2498,0.2018,0.2515,-0.00116,2.79877,0.00578,0.00578,0.00493,NaN,0.00206,0.00027,0.584,2,1,2003-11-05,2003-11-09,0.375,0.542,0.375,0.542,1
2003-11-07,1.001,189.951,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1875,0.2335,0.2749,0.2184,0.2749,-0.00101,2.63921,0.00553,0.00553,0.00473,NaN,0.00209,0.00030,0.584,2,1,2003-11-05,2003-11-09,0.958,1.125,0.958,1.125,0
2003-11-08,3.012,189.958,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1937,0.1355,0.1631,0.1246,0.1810,-0.00206,3.49498,0.00778,0.00778,0.00604,NaN,0.00223,0.00026,0.584,2,1,2003-11-06,2003-11-10,2.958,3.125,2.958,3.125,1
2003-11-08,4.005,190.006,MBARI: Strutton & Chavez. 2008,Fluorescence,0.2062,0.1474,0.1711,0.1412,0.1816,-0.00183,3.48645,0.00691,0.00691,0.00558,NaN,0.00198,0.00023,0.584,2,1,2003-11-06,2003-11-10,3.958,4.125,3.958,4.125,0
2003-11-08,2.511,189.954,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1585,0.1402,0.1595,0.1337,0.1694,-0.00193,3.65312,0.00695,0.00695,0.00564,NaN,0.00190,0.00024,0.584,2,1,2003-11-06,2003-11-10,2.458,2.625,2.458,2.625,1
2003-11-17,7.592,165.061,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0797,0.0368,0.0351,0.0242,0.0445,-0.00515,7.42263,0.01262,0.01262,0.00742,NaN,0.00170,0.00019,0.584,2,1,2003-11-15,2003-11-19,7.542,7.708,7.542,7.708,0
2003-11-18,5.029,165.041,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1467,0.0567,0.0573,0.0408,0.0747,-0.00417,5.90685,0.01103,0.01103,0.00720,NaN,0.00187,0.00027,0.584,2,1,2003-11-16,2003-11-20,4.958,5.125,4.958,5.125,1
2003-11-19,3.012,165.003,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0861,0.0412,0.0425,0.0280,0.0637,-0.00487,6.37272,0.01256,0.01256,0.00798,NaN,0.00197,0.00025,0.584,2,1,2003-11-17,2003-11-21,2.958,3.125,2.958,3.125,1
2003-11-20,2.006,164.588,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1002,0.0623,0.0669,0.0475,0.0877,-0.00388,5.44139,0.01072,0.01072,0.00716,NaN,0.00197,0.00023,0.584,2,1,2003-11-18,2003-11-22,1.958,2.125,1.958,2.125,0
2003-11-20,1.305,165.030,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1157,0.0580,0.0655,0.0429,0.0984,-0.00407,5.11026,0.01160,0.01160,0.00780,NaN,0.00227,0.00028,0.584,2,1,2003-11-18,2003-11-22,1.208,1.375,1.208,1.375,1
2003-11-21,-1.007,165.056,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0906,0.0574,0.0589,0.0429,0.0737,-0.00407,5.94864,0.01083,0.01083,0.00705,NaN,0.00182,0.00020,0.584,2,1,2003-11-19,2003-11-23,-1.125,-0.958,-1.125,-0.958,0
2003-11-21,-0.307,165.093,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1121,0.0533,0.0546,0.0391,0.0701,-0.00425,6.09409,0.01111,0.01111,0.00718,NaN,0.00182,0.00026,0.584,2,1,2003-11-19,2003-11-23,-0.375,-0.208,-0.375,-0.208,0
2003-11-21,-1.308,165.035,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1193,0.0599,0.0612,0.0452,0.0750,-0.00398,5.89694,0.01061,0.01061,0.00695,NaN,0.00180,0.00020,0.584,2,1,2003-11-19,2003-11-23,-1.375,-1.208,-1.375,-1.208,1
2003-11-24,-6.599,164.566,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0761,0.0563,0.0605,0.0416,0.0844,-0.00413,5.55173,0.01138,0.01138,0.00761,NaN,0.00205,0.00019,0.584,2,1,2003-11-22,2003-11-26,-6.708,-6.542,-6.708,-6.542,0
2003-11-24,-8.019,164.497,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0772,0.0658,0.0715,0.0506,0.0943,-0.00376,5.23205,0.01064,0.01064,0.00720,NaN,0.00203,0.00021,0.584,2,1,2003-11-22,2003-11-26,-8.125,-7.958,-8.125,-7.958,0
2003-11-28,-7.589,180.491,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1312,0.0845,0.0962,0.0694,0.1210,-0.00317,4.53040,0.00969,0.00969,0.00679,NaN,0.00214,0.00025,0.584,2,1,2003-11-26,2003-11-30,-7.708,-7.542,-7.708,-7.542,0
2003-11-29,-7.007,180.495,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1682,0.0836,0.0988,0.0681,0.1302,-0.00320,4.33175,0.01002,0.01002,0.00706,NaN,0.00231,0.00032,0.584,2,1,2003-11-27,2003-12-01,-7.125,-6.958,-7.125,-6.958,1
2003-11-29,-5.600,180.476,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1598,0.0962,0.1102,0.0819,0.1324,-0.00286,4.28735,0.00905,0.00905,0.00647,NaN,0.00211,0.00026,0.584,2,1,2003-11-27,2003-12-01,-5.708,-5.542,-5.708,-5.542,0
2003-11-30,-4.589,180.469,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1085,0.0919,0.1067,0.0771,0.1320,-0.00297,4.29497,0.00941,0.00941,0.00681,NaN,0.00219,0.00026,0.584,2,1,2003-11-28,2003-12-02,-4.708,-4.542,-4.708,-4.542,1
2003-11-30,-3.598,180.465,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1264,0.1237,0.1281,0.1129,0.1338,-0.00225,4.25909,0.00723,0.00723,0.00558,NaN,0.00170,0.00016,0.584,2,1,2003-11-28,2003-12-02,-3.708,-3.542,-3.708,-3.542,1
2003-11-30,-2.301,180.477,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1896,0.1672,0.1927,0.1720,0.1967,-0.00146,3.30359,0.00591,0.00591,0.00488,NaN,0.00179,0.00017,0.584,2,1,2003-11-28,2003-12-02,-2.375,-2.208,-2.375,-2.208,1
2003-11-30,-2.596,180.472,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1765,0.1443,0.1598,0.1416,0.1658,-0.00182,3.70640,0.00657,0.00657,0.00522,NaN,0.00177,0.00016,0.584,2,1,2003-11-28,2003-12-02,-2.708,-2.542,-2.708,-2.542,1
2003-12-01,-1.599,180.467,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1765,0.2018,0.2366,0.2193,0.2366,-0.00100,2.91629,0.00485,0.00485,0.00427,NaN,0.00166,0.00014,0.362,2,1,2003-11-29,2003-12-03,-1.708,-1.542,-1.708,-1.542,0
2003-12-01,-0.596,180.469,MBARI: Strutton & Chavez. 2008,Fluorescence,0.2946,0.1735,0.2059,0.1918,0.2074,-0.00125,3.18771,0.00535,0.00535,0.00455,NaN,0.00168,0.00014,0.362,2,1,2003-11-29,2003-12-03,-0.708,-0.542,-0.708,-0.542,1
2003-12-01,-1.292,180.480,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1550,0.1691,0.1922,0.1823,0.1939,-0.00135,3.33569,0.00547,0.00547,0.00457,NaN,0.00164,0.00013,0.362,2,1,2003-11-29,2003-12-03,-1.375,-1.208,-1.375,-1.208,1
2003-12-01,-0.298,180.458,MBARI: Strutton & Chavez. 2008,Fluorescence,0.2516,0.1884,0.2240,0.2231,0.2240,-0.00097,3.02538,0.00456,0.00456,0.00409,NaN,0.00151,0.00007,0.362,2,1,2003-11-29,2003-12-03,-0.375,-0.208,-0.375,-0.208,1
2003-12-02,0.020,180.446,MBARI: Strutton & Chavez. 2008,Fluorescence,0.2159,0.1957,0.2324,0.2235,0.2324,-0.00096,2.95116,0.00465,0.00465,0.00416,NaN,0.00157,0.00011,0.362,2,1,2003-11-30,2003-12-04,-0.042,0.125,-0.042,0.125,0
2003-12-02,0.306,180.465,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1753,0.1852,0.2189,0.2059,0.2192,-0.00112,3.06980,0.00505,0.00505,0.00445,NaN,0.00165,0.00012,0.362,2,1,2003-11-30,2003-12-04,0.208,0.375,0.208,0.375,0
2003-12-02,1.300,180.491,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1252,0.1818,0.2118,0.1897,0.2142,-0.00127,3.11859,0.00559,0.00559,0.00476,NaN,0.00179,0.00015,0.362,2,1,2003-11-30,2003-12-04,1.208,1.375,1.208,1.375,0
2003-12-02,1.004,180.479,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1610,0.1848,0.2187,0.2061,0.2190,-0.00112,3.07224,0.00505,0.00505,0.00440,NaN,0.00164,0.00012,0.362,2,1,2003-11-30,2003-12-04,0.958,1.125,0.958,1.125,1
2003-12-03,3.599,180.484,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1300,0.0739,0.0785,0.0588,0.0952,-0.00348,5.20668,0.00988,0.00988,0.00696,NaN,0.00190,0.00018,0.362,2,1,2003-12-01,2003-12-05,3.542,3.708,3.542,3.708,1
2003-12-03,2.300,180.500,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1097,0.0654,0.0707,0.0505,0.0918,-0.00376,5.31017,0.01055,0.01055,0.00721,NaN,0.00199,0.00022,0.362,2,1,2003-12-01,2003-12-05,2.208,2.375,2.208,2.375,1
2004-01-28,8.000,163.983,"WOD: Boyer et al., 2018",Fluorescence,0.0950,0.0702,0.0611,0.0549,0.0516,-0.00361,6.99054,0.00912,0.00912,0.00602,NaN,0.00130,0.00006,0.332,2,1,2004-01-26,2004-01-30,7.958,8.125,7.958,8.125,1
2004-01-28,10.000,163.967,"WOD: Boyer et al., 2018",Fluorescence,0.0350,0.0353,0.0330,0.0230,0.0388,-0.00525,7.82474,0.01270,0.01270,0.00733,NaN,0.00162,0.00014,0.332,2,1,2004-01-26,2004-01-30,9.958,10.125,9.958,10.125,0
2004-02-08,2.183,164.967,"WOD: Boyer et al., 2018",Fluorescence,0.0650,0.0878,0.0851,0.0738,0.0866,-0.00305,5.47904,0.00843,0.00843,0.00600,NaN,0.00154,0.00016,0.370,2,1,2004-02-06,2004-02-10,2.125,2.292,2.125,2.292,0
2004-02-16,-0.150,164.983,"WOD: Boyer et al., 2018",Fluorescence,0.0950,0.0684,0.0686,0.0538,0.0771,-0.00365,5.81593,0.00984,0.00984,0.00660,NaN,0.00169,0.00014,0.370,2,1,2004-02-14,2004-02-18,-0.208,-0.042,-0.208,-0.042,0
2004-02-16,0.000,163.000,"WOD: Boyer et al., 2018",Fluorescence,0.0900,0.0673,0.0683,0.0526,0.0788,-0.00369,5.75122,0.01000,0.01000,0.00671,NaN,0.00174,0.00015,0.370,2,1,2004-02-14,2004-02-18,-0.042,0.125,-0.042,0.125,1
2004-02-17,0.000,160.983,"WOD: Boyer et al., 2018",Fluorescence,0.0750,0.0566,0.0560,0.0424,0.0643,-0.00410,6.34330,0.01065,0.01065,0.00685,NaN,0.00168,0.00016,0.370,2,1,2004-02-15,2004-02-19,-0.042,0.125,-0.042,0.125,1
2004-02-17,-0.017,159.000,"WOD: Boyer et al., 2018",Fluorescence,0.0600,0.0610,0.0552,0.0459,0.0516,-0.00395,6.98935,0.00994,0.00994,0.00657,NaN,0.00142,0.00009,0.370,2,1,2004-02-15,2004-02-19,-0.125,0.042,-0.125,0.042,0
2004-02-18,-0.017,157.017,"WOD: Boyer et al., 2018",Fluorescence,0.0950,0.0699,0.0702,0.0552,0.0788,-0.00360,5.75250,0.00976,0.00976,0.00664,NaN,0.00170,0.00015,0.370,2,1,2004-02-16,2004-02-20,-0.125,0.042,-0.125,0.042,1
2004-02-19,-0.017,153.033,"WOD: Boyer et al., 2018",Fluorescence,0.1050,0.0624,0.0682,0.0473,0.0932,-0.00389,5.26744,0.01095,0.01095,0.00740,NaN,0.00208,0.00022,0.370,2,1,2004-02-17,2004-02-21,-0.125,0.042,-0.125,0.042,0
2004-03-30,8.016,249.885,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1864,0.1148,0.1152,0.1041,0.1179,-0.00240,4.60260,0.00730,0.00730,0.00571,NaN,0.00159,0.00017,-0.036,2,1,2004-03-28,2004-04-01,7.958,8.125,7.958,8.125,1
2004-03-31,6.008,249.904,MBARI: Strutton & Chavez. 2008,Fluorescence,0.2011,0.1963,0.2266,0.1926,0.2295,-0.00124,2.97635,0.00572,0.00572,0.00471,NaN,0.00192,0.00022,-0.036,2,1,2004-03-29,2004-04-02,5.958,6.125,5.958,6.125,0
2004-04-01,3.970,249.831,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1398,0.1558,0.1839,0.1492,0.1947,-0.00173,3.32690,0.00686,0.00686,0.00534,NaN,0.00206,0.00024,0.358,2,1,2004-03-30,2004-04-03,3.875,4.042,3.875,4.042,0
2004-04-01,3.001,249.775,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1717,0.1759,0.2067,0.1670,0.2152,-0.00151,3.10902,0.00650,0.00650,0.00534,NaN,0.00209,0.00026,0.358,2,1,2004-03-30,2004-04-03,2.958,3.125,2.958,3.125,0
