obs_date,obs_lat,obs_lon,obs_source,chl_type,in_situ_chl,NASA_chlor_a,TPCA_chl,chl_ci,chl_ocx,CI,MBR,max_blue_rrs,rrs443,rrs488,NaN,rrs547,rrs667,MEI,day_radius,pixel_radius,sat_start_date,sat_end_date,sat_start_lat,sat_end_lat,sat_start_lon,sat_end_lon,validation_set
2002-07-06,7.000,165.000,"Valente et al., 2016",Fluorescence,0.0487,0.0278,0.0278,0.0169,0.0501,-0.00583,7.07489,0.01455,0.01455,0.00884,NaN,0.00206,0.00019,0.712,2,1,2002-07-04,2002-07-08,6.958,7.125,6.958,7.125,1
2002-07-07,2.830,165.000,"Valente et al., 2016",Fluorescence,0.0373,0.0533,0.0532,0.0393,0.0638,-0.00424,6.36622,0.01099,0.01099,0.00699,NaN,0.00173,0.00017,0.712,2,1,2002-07-05,2002-07-09,2.708,2.875,2.708,2.875,1
2002-07-07,6.000,165.000,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0400,0.0465,0.0474,0.0329,0.0641,-0.00457,6.35376,0.01182,0.01182,0.00735,NaN,0.00186,0.00022,0.712,2,1,2002-07-05,2002-07-09,5.958,6.125,5.958,6.125,0
2002-07-07,5.000,165.000,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0400,0.0446,0.0416,0.0312,0.0436,-0.00468,7.48240,0.01148,0.01148,0.00698,NaN,0.00153,0.00013,0.712,2,1,2002-07-05,2002-07-09,4.958,5.125,4.958,5.125,0
2002-07-08,1.000,165.000,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0700,0.0763,0.0798,0.0615,0.0935,-0.00340,5.25890,0.00957,0.00957,0.00663,NaN,0.00182,0.00019,0.712,2,1,2002-07-06,2002-07-10,0.958,1.125,0.958,1.125,0
2002-07-08,0.000,165.000,"Valente et al., 2016",Fluorescence,0.1150,0.1014,0.1164,0.0869,0.1381,-0.00274,4.17440,0.00889,0.00889,0.00662,NaN,0.00213,0.00024,0.712,2,1,2002-07-06,2002-07-10,-0.042,0.125,-0.042,0.125,1
2002-07-08,1.830,165.000,"Valente et al., 2016",Fluorescence,0.0433,0.0709,0.0763,0.0560,0.0953,-0.00357,5.20269,0.01006,0.01006,0.00687,NaN,0.00193,0.00025,0.712,2,1,2002-07-06,2002-07-10,1.708,1.875,1.708,1.875,0
2002-07-08,2.000,165.000,"Valente et al., 2016",Fluorescence,0.0526,0.0609,0.0659,0.0460,0.0891,-0.00394,5.39556,0.01094,0.01094,0.00729,NaN,0.00203,0.00024,0.712,2,1,2002-07-06,2002-07-10,1.958,2.125,1.958,2.125,0
2002-07-08,0.833,165.000,"Valente et al., 2016",Fluorescence,0.1105,0.0807,0.0857,0.0659,0.1006,-0.00327,5.04719,0.00939,0.00939,0.00663,NaN,0.00186,0.00021,0.712,2,1,2002-07-06,2002-07-10,0.708,0.875,0.708,0.875,1
2002-07-09,-0.830,165.000,"Valente et al., 2016",Fluorescence,0.0833,0.0821,0.0882,0.0675,0.1041,-0.00322,4.95041,0.00935,0.00935,0.00658,NaN,0.00189,0.00022,0.712,2,1,2002-07-07,2002-07-11,-0.875,-0.708,-0.875,-0.708,1
2002-07-09,-1.000,195.000,"Valente et al., 2016",Fluorescence,0.0595,0.1697,0.1945,0.1799,0.1970,-0.00137,3.30058,0.00559,0.00559,0.00461,NaN,0.00169,0.00015,0.712,2,1,2002-07-07,2002-07-11,-1.042,-0.875,-1.042,-0.875,0
2002-07-09,-1.830,165.000,"Valente et al., 2016",Fluorescence,0.0532,0.0940,0.1008,0.0801,0.1141,-0.00290,4.69339,0.00869,0.00869,0.00622,NaN,0.00185,0.00020,0.712,2,1,2002-07-07,2002-07-11,-1.875,-1.708,-1.875,-1.708,1
2002-07-09,-1.000,165.000,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0600,0.0854,0.0924,0.0709,0.1087,-0.00313,4.82869,0.00921,0.00921,0.00655,NaN,0.00191,0.00022,0.712,2,1,2002-07-07,2002-07-11,-1.042,-0.875,-1.042,-0.875,1
2002-07-10,-2.000,165.000,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0900,0.0935,0.1015,0.0791,0.1172,-0.00292,4.61882,0.00886,0.00886,0.00633,NaN,0.00192,0.00020,0.712,2,1,2002-07-08,2002-07-12,-2.042,-1.875,-2.042,-1.875,0
2002-07-10,0.830,165.000,"Valente et al., 2016",Fluorescence,0.0679,0.0971,0.1060,0.0817,0.1232,-0.00286,4.48168,0.00882,0.00882,0.00648,NaN,0.00197,0.00022,0.712,2,1,2002-07-08,2002-07-12,0.708,0.875,0.708,0.875,0
2002-07-11,-2.833,165.000,"Valente et al., 2016",Fluorescence,0.0790,0.1060,0.1153,0.0921,0.1293,-0.00263,4.35065,0.00826,0.00826,0.00600,NaN,0.00190,0.00023,0.712,2,1,2002-07-09,2002-07-13,-2.875,-2.708,-2.875,-2.708,0
2002-07-15,2.850,268.350,"Valente et al., 2016",HPLC,0.2090,0.1818,0.2116,0.1792,0.2166,-0.00138,3.09556,0.00599,0.00599,0.00490,NaN,0.00194,0.00023,0.712,2,1,2002-07-13,2002-07-17,2.792,2.958,2.792,2.958,0
2002-07-15,3.300,269.630,"Valente et al., 2016",HPLC,0.2280,0.1561,0.1787,0.1537,0.1859,-0.00167,3.43313,0.00644,0.00644,0.00508,NaN,0.00188,0.00020,0.712,2,1,2002-07-13,2002-07-17,3.208,3.375,3.208,3.375,0
2002-07-16,1.910,265.770,"Valente et al., 2016",HPLC,0.0820,0.1465,0.1709,0.1400,0.1820,-0.00184,3.48211,0.00703,0.00703,0.00532,NaN,0.00202,0.00021,0.712,2,1,2002-07-14,2002-07-18,1.792,1.958,1.792,1.958,1
2002-07-16,-0.380,259.340,"Valente et al., 2016",HPLC,0.2400,0.2072,0.2421,0.2042,0.2431,-0.00113,2.86327,0.00552,0.00552,0.00458,NaN,0.00193,0.00022,0.712,2,1,2002-07-14,2002-07-18,-0.458,-0.292,-0.458,-0.292,0
2002-07-16,1.050,264.680,"Valente et al., 2016",HPLC,0.2230,0.1498,0.1929,0.1409,0.2121,-0.00183,3.13964,0.00780,0.00780,0.00576,NaN,0.00249,0.00030,0.712,2,1,2002-07-14,2002-07-18,0.958,1.125,0.958,1.125,1
2002-07-16,0.080,260.630,"Valente et al., 2016",HPLC,0.2180,0.1808,0.2135,0.1801,0.2185,-0.00137,3.07665,0.00606,0.00606,0.00489,NaN,0.00197,0.00020,0.712,2,1,2002-07-14,2002-07-18,-0.042,0.125,-0.042,0.125,0
2002-07-17,-1.280,256.830,"Valente et al., 2016",HPLC,0.2930,0.2115,0.2506,0.2027,0.2521,-0.00115,2.79423,0.00589,0.00589,0.00497,NaN,0.00211,0.00022,0.712,2,1,2002-07-15,2002-07-19,-1.375,-1.208,-1.375,-1.208,0
2002-07-17,-2.880,252.370,"Valente et al., 2016",HPLC,0.2640,0.1508,0.1694,0.1461,0.1768,-0.00176,3.54982,0.00663,0.00663,0.00525,NaN,0.00187,0.00017,0.712,2,1,2002-07-15,2002-07-19,-2.958,-2.792,-2.958,-2.792,0
2002-07-17,-2.430,253.590,"Valente et al., 2016",HPLC,0.1490,0.1449,0.1644,0.1388,0.1735,-0.00186,3.59584,0.00689,0.00689,0.00549,NaN,0.00192,0.00019,0.712,2,1,2002-07-15,2002-07-19,-2.542,-2.375,-2.542,-2.375,0
2002-07-17,-3.330,251.100,"Valente et al., 2016",HPLC,0.1530,0.1711,0.2013,0.1671,0.2087,-0.00151,3.17425,0.00645,0.00645,0.00531,NaN,0.00203,0.00019,0.712,2,1,2002-07-15,2002-07-19,-3.375,-3.208,-3.375,-3.208,0
2002-07-17,-0.860,258.020,"Valente et al., 2016",HPLC,0.2510,0.2158,0.2560,0.2145,0.2560,-0.00104,2.76633,0.00546,0.00546,0.00461,NaN,0.00197,0.00019,0.712,2,1,2002-07-15,2002-07-19,-0.958,-0.792,-0.958,-0.792,0
2002-07-17,-6.000,180.000,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0900,0.0778,0.0816,0.0631,0.0950,-0.00335,5.21050,0.00948,0.00948,0.00650,NaN,0.00182,0.00019,0.712,2,1,2002-07-15,2002-07-19,-6.042,-5.875,-6.042,-5.875,0
2002-07-18,-4.250,248.520,"Valente et al., 2016",HPLC,0.2730,0.1585,0.1806,0.1551,0.1877,-0.00165,3.41078,0.00646,0.00646,0.00532,NaN,0.00189,0.00019,0.712,2,1,2002-07-16,2002-07-20,-4.292,-4.125,-4.292,-4.125,1
2002-07-18,-5.000,180.000,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0600,0.0789,0.0804,0.0622,0.0935,-0.00337,5.25673,0.00952,0.00952,0.00650,NaN,0.00181,0.00018,0.712,2,1,2002-07-16,2002-07-20,-5.042,-4.875,-5.042,-4.875,0
2002-07-18,-5.300,245.590,"Valente et al., 2016",HPLC,0.1920,0.1474,0.1674,0.1413,0.1764,-0.00183,3.55616,0.00683,0.00683,0.00554,NaN,0.00192,0.00019,0.712,2,1,2002-07-16,2002-07-20,-5.375,-5.208,-5.375,-5.208,1
2002-07-18,-6.100,243.350,"Valente et al., 2016",HPLC,0.1520,0.1369,0.1499,0.1293,0.1578,-0.00199,3.82837,0.00700,0.00700,0.00549,NaN,0.00183,0.00016,0.712,2,1,2002-07-16,2002-07-20,-6.208,-6.042,-6.208,-6.042,1
2002-07-18,-3.800,249.780,"Valente et al., 2016",HPLC,0.1730,0.1804,0.2137,0.1735,0.2210,-0.00144,3.05346,0.00644,0.00644,0.00545,NaN,0.00211,0.00021,0.712,2,1,2002-07-16,2002-07-20,-3.875,-3.708,-3.875,-3.708,0
2002-07-18,-5.700,244.490,"Valente et al., 2016",HPLC,0.2320,0.1322,0.1506,0.1224,0.1634,-0.00210,3.74229,0.00750,0.00750,0.00587,NaN,0.00200,0.00018,0.712,2,1,2002-07-16,2002-07-20,-5.792,-5.625,-5.792,-5.625,0
2002-07-19,-7.030,240.720,"Valente et al., 2016",HPLC,0.1140,0.1210,0.1328,0.1105,0.1435,-0.00229,4.07230,0.00762,0.00762,0.00584,NaN,0.00187,0.00017,0.712,2,1,2002-07-17,2002-07-21,-7.125,-6.958,-7.125,-6.958,1
2002-07-19,-8.560,236.400,"Valente et al., 2016",HPLC,0.1930,0.1348,0.1552,0.1263,0.1677,-0.00204,3.67833,0.00737,0.00737,0.00583,NaN,0.00200,0.00020,0.712,2,1,2002-07-17,2002-07-21,-8.625,-8.458,-8.625,-8.458,0
2002-07-19,-6.610,241.900,"Valente et al., 2016",HPLC,0.1430,0.1369,0.1575,0.1286,0.1696,-0.00200,3.65099,0.00731,0.00731,0.00573,NaN,0.00200,0.00019,0.712,2,1,2002-07-17,2002-07-21,-6.708,-6.542,-6.708,-6.542,0
2002-07-19,-9.030,235.090,"Valente et al., 2016",HPLC,0.1220,0.1262,0.1436,0.1155,0.1574,-0.00221,3.83476,0.00769,0.00769,0.00599,NaN,0.00201,0.00020,0.712,2,1,2002-07-17,2002-07-21,-9.125,-8.958,-9.125,-8.958,0
2002-07-20,-9.500,233.750,"Valente et al., 2016",HPLC,0.1440,0.1297,0.1397,0.1216,0.1469,-0.00211,4.01283,0.00709,0.00709,0.00548,NaN,0.00177,0.00017,0.712,2,1,2002-07-18,2002-07-22,-9.542,-9.375,-9.542,-9.375,0
2002-07-20,-9.900,232.630,"Valente et al., 2016",HPLC,0.1540,0.1223,0.1318,0.1121,0.1405,-0.00226,4.12830,0.00743,0.00743,0.00568,NaN,0.00180,0.00018,0.712,2,1,2002-07-18,2002-07-22,-9.958,-9.792,-9.958,-9.792,1
2002-08-22,10.000,219.030,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1600,0.1007,0.1077,0.0879,0.1188,-0.00272,4.58101,0.00832,0.00832,0.00608,NaN,0.00182,0.00018,1.002,2,1,2002-08-20,2002-08-24,9.958,10.125,9.958,10.125,0
2002-08-22,8.950,219.750,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1000,0.0789,0.0885,0.0634,0.1132,-0.00334,4.71619,0.01002,0.01002,0.00721,NaN,0.00212,0.00021,1.002,2,1,2002-08-20,2002-08-24,8.875,9.042,8.875,9.042,0
2002-08-24,4.020,220.030,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1800,0.1440,0.1621,0.1381,0.1706,-0.00187,3.63615,0.00679,0.00679,0.00554,NaN,0.00187,0.00022,1.002,2,1,2002-08-22,2002-08-26,3.958,4.125,3.958,4.125,1
2002-08-26,0.500,220.000,MBARI: Strutton & Chavez. 2008,Fluorescence,0.2500,0.1886,0.2219,0.1964,0.2237,-0.00121,3.02855,0.00554,0.00554,0.00487,NaN,0.00183,0.00015,1.002,2,1,2002-08-24,2002-08-28,0.458,0.625,0.458,0.625,0
2002-08-26,2.040,219.980,MBARI: Strutton & Chavez. 2008,Fluorescence,0.2300,0.1993,0.2364,0.1897,0.2408,-0.00127,2.88132,0.00612,0.00612,0.00533,NaN,0.00213,0.00025,1.002,2,1,2002-08-24,2002-08-28,1.958,2.125,1.958,2.125,0
2002-08-27,0.002,220.000,MBARI: Strutton & Chavez. 2008,Fluorescence,0.2400,0.2120,0.2509,0.2182,0.2509,-0.00101,2.80374,0.00518,0.00518,0.00462,NaN,0.00185,0.00018,1.002,2,1,2002-08-25,2002-08-29,-0.042,0.125,-0.042,0.125,1
2002-08-28,-0.490,220.120,MBARI: Strutton & Chavez. 2008,Fluorescence,0.2500,0.1819,0.2127,0.1961,0.2140,-0.00121,3.12014,0.00534,0.00534,0.00465,NaN,0.00171,0.00013,1.002,2,1,2002-08-26,2002-08-30,-0.542,-0.375,-0.542,-0.375,0
2002-08-28,-1.000,220.090,MBARI: Strutton & Chavez. 2008,Fluorescence,0.2100,0.1957,0.2312,0.1982,0.2331,-0.00119,2.94566,0.00564,0.00564,0.00482,NaN,0.00191,0.00018,1.002,2,1,2002-08-26,2002-08-30,-1.042,-0.875,-1.042,-0.875,0
2002-08-28,-1.490,220.080,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1800,0.1776,0.2064,0.1869,0.2089,-0.00130,3.17243,0.00553,0.00553,0.00464,NaN,0.00174,0.00017,1.002,2,1,2002-08-26,2002-08-30,-1.542,-1.375,-1.542,-1.375,0
2002-08-28,-1.990,220.040,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1700,0.1890,0.2229,0.1933,0.2254,-0.00124,3.01285,0.00563,0.00563,0.00481,NaN,0.00187,0.00019,1.002,2,1,2002-08-26,2002-08-30,-2.042,-1.875,-2.042,-1.875,0
2002-08-29,-3.980,219.990,MBARI: Strutton & Chavez. 2008,Fluorescence,0.2200,0.1627,0.1847,0.1647,0.1893,-0.00154,3.39023,0.00608,0.00608,0.00504,NaN,0.00179,0.00016,1.002,2,1,2002-08-27,2002-08-31,-4.042,-3.875,-4.042,-3.875,1
2002-08-29,-2.980,220.410,MBARI: Strutton & Chavez. 2008,Fluorescence,0.2000,0.1604,0.1772,0.1625,0.1807,-0.00156,3.49817,0.00599,0.00599,0.00502,NaN,0.00171,0.00014,1.002,2,1,2002-08-27,2002-08-31,-3.042,-2.875,-3.042,-2.875,1
2002-08-30,-5.000,220.090,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1400,0.1483,0.1526,0.1448,0.1546,-0.00178,3.88164,0.00617,0.00617,0.00500,NaN,0.00159,0.00014,1.002,2,1,2002-08-28,2002-09-01,-5.042,-4.875,-5.042,-4.875,1
2002-09-05,3.367,234.932,"Valente et al., 2016",Fluorescence,0.2478,0.1586,0.1892,0.1530,0.1997,-0.00168,3.27081,0.00688,0.00688,0.00570,NaN,0.00210,0.00021,0.881,2,1,2002-09-03,2002-09-07,3.292,3.458,3.292,3.458,1
2002-10-08,7.000,205.090,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0500,0.0300,0.0310,0.0186,0.0593,-0.00565,6.58328,0.01439,0.01439,0.00865,NaN,0.00219,0.00028,0.979,2,1,2002-10-06,2002-10-10,6.958,7.125,6.958,7.125,1
2002-10-09,5.000,205.140,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0500,0.0454,0.0471,0.0318,0.0678,-0.00464,6.19072,0.01214,0.01214,0.00765,NaN,0.00196,0.00021,0.979,2,1,2002-10-07,2002-10-11,4.958,5.125,4.958,5.125,1
2002-10-11,0.990,205.020,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1900,0.1872,0.2202,0.2021,0.2210,-0.00115,3.05354,0.00521,0.00521,0.00452,NaN,0.00171,0.00015,0.979,2,1,2002-10-09,2002-10-13,0.875,1.042,0.875,1.042,0
2002-10-12,-0.990,205.030,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1600,0.1809,0.2112,0.1858,0.2143,-0.00131,3.11754,0.00572,0.00572,0.00495,NaN,0.00183,0.00018,0.979,2,1,2002-10-10,2002-10-14,-1.042,-0.875,-1.042,-0.875,1
2002-10-12,-0.500,205.010,MBARI: Strutton & Chavez. 2008,Fluorescence,0.3100,0.1813,0.2098,0.1929,0.2115,-0.00124,3.14562,0.00534,0.00534,0.00467,NaN,0.00170,0.00017,0.979,2,1,2002-10-10,2002-10-14,-0.542,-0.375,-0.542,-0.375,1
2002-10-12,0.030,204.990,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1900,0.1970,0.2336,0.2258,0.2336,-0.00094,2.94081,0.00454,0.00454,0.00416,NaN,0.00154,0.00012,0.979,2,1,2002-10-10,2002-10-14,-0.042,0.125,-0.042,0.125,0
2002-10-13,-1.990,205.020,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1400,0.1574,0.1886,0.1519,0.1995,-0.00169,3.27260,0.00688,0.00688,0.00575,NaN,0.00210,0.00023,0.979,2,1,2002-10-11,2002-10-15,-2.042,-1.875,-2.042,-1.875,0
2002-10-13,-2.990,205.010,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1800,0.1465,0.1658,0.1412,0.1742,-0.00183,3.58637,0.00677,0.00677,0.00552,NaN,0.00189,0.00019,0.979,2,1,2002-10-11,2002-10-15,-3.042,-2.875,-3.042,-2.875,0
2002-10-13,-3.990,204.980,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0900,0.1542,0.1722,0.1522,0.1779,-0.00169,3.53499,0.00638,0.00638,0.00532,NaN,0.00181,0.00016,0.979,2,1,2002-10-11,2002-10-15,-4.042,-3.875,-4.042,-3.875,1
2002-10-14,-4.990,205.010,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1300,0.1279,0.1391,0.1192,0.1475,-0.00215,4.00219,0.00730,0.00730,0.00580,NaN,0.00182,0.00013,0.979,2,1,2002-10-12,2002-10-16,-5.042,-4.875,-5.042,-4.875,0
2002-10-17,-2.150,189.990,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0500,0.0603,0.0592,0.0457,0.0663,-0.00395,6.25803,0.01027,0.01027,0.00666,NaN,0.00164,0.00020,0.979,2,1,2002-10-15,2002-10-19,-2.208,-2.042,-2.208,-2.042,0
2002-10-18,-0.020,189.980,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0400,0.0562,0.0437,0.0411,0.0210,-0.00415,9.59565,0.00958,0.00958,0.00583,NaN,0.00100,0.00005,0.979,2,1,2002-10-16,2002-10-20,-0.125,0.042,-0.125,0.042,1
2002-10-18,0.990,189.960,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0400,0.0466,0.0401,0.0323,0.0321,-0.00461,8.37454,0.01097,0.01097,0.00658,NaN,0.00131,0.00009,0.979,2,1,2002-10-16,2002-10-20,0.875,1.042,0.875,1.042,1
2002-10-19,5.000,190.040,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0600,0.0455,0.0475,0.0318,0.0692,-0.00464,6.13270,0.01216,0.01216,0.00759,NaN,0.00198,0.00023,0.979,2,1,2002-10-17,2002-10-21,4.958,5.125,4.958,5.125,1
2002-10-19,3.000,189.980,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0400,0.0476,0.0488,0.0335,0.0676,-0.00454,6.19804,0.01182,0.01182,0.00746,NaN,0.00191,0.00024,0.979,2,1,2002-10-17,2002-10-21,2.958,3.125,2.958,3.125,0
2002-10-19,2.030,189.960,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0500,0.0526,0.0541,0.0384,0.0706,-0.00428,6.07343,0.01130,0.01130,0.00716,NaN,0.00186,0.00019,0.979,2,1,2002-10-17,2002-10-21,1.958,2.125,1.958,2.125,1
2002-10-19,3.990,190.020,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0400,0.0398,0.0407,0.0268,0.0608,-0.00496,6.51073,0.01269,0.01269,0.00775,NaN,0.00195,0.00023,0.979,2,1,2002-10-17,2002-10-21,3.875,4.042,3.875,4.042,0
2002-10-20,5.990,190.020,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0600,0.0513,0.0554,0.0368,0.0823,-0.00436,5.62500,0.01186,0.01186,0.00770,NaN,0.00211,0.00025,0.979,2,1,2002-10-18,2002-10-22,5.875,6.042,5.875,6.042,0
2002-10-26,5.167,165.000,"WOD: Boyer et al., 2018",Fluorescence,0.0900,0.0653,0.0689,0.0506,0.0858,-0.00376,5.50629,0.01028,0.01028,0.00688,NaN,0.00187,0.00026,0.979,2,1,2002-10-24,2002-10-28,5.125,5.292,5.125,5.292,1
2002-10-27,2.167,165.000,"WOD: Boyer et al., 2018",Fluorescence,0.0800,0.0770,0.0877,0.0614,0.1153,-0.00340,4.66520,0.01016,0.01016,0.00725,NaN,0.00218,0.00028,0.979,2,1,2002-10-25,2002-10-29,2.125,2.292,2.125,2.292,0
2002-10-29,-3.000,165.000,"WOD: Boyer et al., 2018",Fluorescence,0.1500,0.1112,0.1223,0.0974,0.1371,-0.00253,4.19362,0.00815,0.00815,0.00620,NaN,0.00194,0.00023,0.979,2,1,2002-10-27,2002-10-31,-3.042,-2.875,-3.042,-2.875,0
2002-10-30,-6.000,164.983,"WOD: Boyer et al., 2018",Fluorescence,0.1000,0.1230,0.1077,0.1116,0.1004,-0.00227,5.05531,0.00658,0.00658,0.00511,NaN,0.00130,0.00010,0.979,2,1,2002-10-28,2002-11-01,-6.042,-5.875,-6.042,-5.875,1
2002-11-02,8.140,165.980,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0500,0.0418,0.0407,0.0288,0.0502,-0.00483,7.06988,0.01204,0.01204,0.00737,NaN,0.00170,0.00017,1.101,2,1,2002-10-31,2002-11-04,8.042,8.208,8.042,8.208,0
2002-11-02,-0.500,173.000,"WOD: Boyer et al., 2018",Fluorescence,0.1100,0.0760,0.0858,0.0599,0.1135,-0.00344,4.70956,0.01025,0.01025,0.00726,NaN,0.00218,0.00028,1.101,2,1,2002-10-31,2002-11-04,-0.542,-0.375,-0.542,-0.375,0
2002-11-02,0.050,176.117,"WOD: Boyer et al., 2018",Fluorescence,0.0750,0.0826,0.0840,0.0680,0.0926,-0.00320,5.28426,0.00902,0.00902,0.00624,NaN,0.00171,0.00017,1.101,2,1,2002-10-31,2002-11-04,-0.042,0.125,-0.042,0.125,0
2002-11-03,0.000,169.000,"WOD: Boyer et al., 2018",Fluorescence,0.1150,0.0880,0.0984,0.0733,0.1193,-0.00307,4.57035,0.00936,0.00936,0.00674,NaN,0.00205,0.00021,1.101,2,1,2002-11-01,2002-11-05,-0.042,0.125,-0.042,0.125,0
2002-11-03,5.050,165.020,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0800,0.0634,0.0639,0.0482,0.0758,-0.00385,5.86650,0.01035,0.01035,0.00683,NaN,0.00176,0.00016,1.101,2,1,2002-11-01,2002-11-05,4.958,5.125,4.958,5.125,0
2002-11-03,5.990,165.050,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0400,0.0485,0.0493,0.0346,0.0650,-0.00448,6.31296,0.01165,0.01165,0.00732,NaN,0.00185,0.00018,1.101,2,1,2002-11-01,2002-11-05,5.875,6.042,5.875,6.042,0
2002-11-03,7.000,165.080,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0400,0.0446,0.0450,0.0311,0.0609,-0.00468,6.50585,0.01201,0.01201,0.00745,NaN,0.00185,0.00020,1.101,2,1,2002-11-01,2002-11-05,6.958,7.125,6.958,7.125,0
2002-11-03,0.000,171.000,"WOD: Boyer et al., 2018",Fluorescence,0.0950,0.0694,0.0826,0.0533,0.1216,-0.00366,4.51739,0.01117,0.01117,0.00792,NaN,0.00247,0.00033,1.101,2,1,2002-11-01,2002-11-05,-0.042,0.125,-0.042,0.125,0
2002-11-04,0.000,167.017,"WOD: Boyer et al., 2018",Fluorescence,0.0900,0.0872,0.0995,0.0723,0.1235,-0.00309,4.47453,0.00955,0.00955,0.00686,NaN,0.00213,0.00024,1.101,2,1,2002-11-02,2002-11-06,-0.042,0.125,-0.042,0.125,0
2002-11-04,2.490,165.000,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0800,0.0805,0.0824,0.0651,0.0934,-0.00329,5.26054,0.00931,0.00931,0.00647,NaN,0.00177,0.00015,1.101,2,1,2002-11-02,2002-11-06,2.375,2.542,2.375,2.542,0
2002-11-04,-0.167,165.000,"WOD: Boyer et al., 2018",Fluorescence,0.1000,0.0922,0.0912,0.0775,0.0959,-0.00296,5.18349,0.00845,0.00845,0.00605,NaN,0.00163,0.00014,1.101,2,1,2002-11-02,2002-11-06,-0.208,-0.042,-0.208,-0.042,0
2002-11-04,1.990,165.000,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0700,0.0761,0.0783,0.0607,0.0908,-0.00342,5.34046,0.00962,0.00962,0.00662,NaN,0.00180,0.00015,1.101,2,1,2002-11-02,2002-11-06,1.875,2.042,1.875,2.042,0
2002-11-04,3.990,165.000,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0800,0.0773,0.0838,0.0621,0.1033,-0.00338,4.97426,0.00979,0.00979,0.00682,NaN,0.00197,0.00022,1.101,2,1,2002-11-02,2002-11-06,3.875,4.042,3.875,4.042,1
2002-11-04,2.990,164.990,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0700,0.0873,0.0810,0.0717,0.0795,-0.00311,5.72464,0.00853,0.00853,0.00593,NaN,0.00149,0.00006,1.101,2,1,2002-11-02,2002-11-06,2.875,3.042,2.875,3.042,1
2002-11-05,1.490,165.020,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0800,0.0584,0.0659,0.0432,0.0987,-0.00406,5.10271,0.01156,0.01156,0.00769,NaN,0.00227,0.00029,1.101,2,1,2002-11-03,2002-11-07,1.375,1.542,1.375,1.542,0
2002-11-05,0.990,165.050,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0700,0.0730,0.0831,0.0575,0.1117,-0.00352,4.75370,0.01039,0.01039,0.00722,NaN,0.00219,0.00030,1.101,2,1,2002-11-03,2002-11-07,0.875,1.042,0.875,1.042,1
2002-11-05,0.020,165.100,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0800,0.0765,0.0803,0.0603,0.0970,-0.00343,5.15283,0.00974,0.00974,0.00668,NaN,0.00189,0.00022,1.101,2,1,2002-11-03,2002-11-07,-0.042,0.125,-0.042,0.125,0
2002-11-05,0.490,165.070,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0700,0.0656,0.0722,0.0505,0.0967,-0.00376,5.16070,0.01067,0.01067,0.00724,NaN,0.00207,0.00025,1.101,2,1,2002-11-03,2002-11-07,0.375,0.542,0.375,0.542,0
2002-11-06,0.000,161.000,"WOD: Boyer et al., 2018",Fluorescence,0.1200,0.0767,0.0847,0.0617,0.1064,-0.00339,4.88959,0.00991,0.00991,0.00693,NaN,0.00203,0.00023,1.101,2,1,2002-11-04,2002-11-08,-0.042,0.125,-0.042,0.125,0
