obs_date,obs_lat,obs_lon,obs_source,chl_type,in_situ_chl,NASA_chlor_a,TPCA_chl,chl_ci,chl_ocx,CI,MBR,max_blue_rrs,rrs443,rrs490,rrs510,rrs555,rrs670,MEI,day_radius,pixel_radius,sat_start_date,sat_end_date,sat_start_lat,sat_end_lat,sat_start_lon,sat_end_lon,validation_set
1997-10-04,9.950,234.590,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1000,0.1365,0.1371,0.1344,0.1149,-0.00192,4.67460,0.00640,0.00640,0.00466,0.00286,0.00137,0.00010,2.361,2,1,1997-10-02,1997-10-06,9.875,10.042,9.875,10.042,1
1997-10-05,5.990,235.070,"Valente et al., 2016",Fluorescence,0.0815,0.0653,0.0635,0.0541,0.0443,-0.00364,7.43626,0.00967,0.00967,0.00612,0.00306,0.00130,0.00008,2.361,2,1,1997-10-03,1997-10-07,5.875,6.042,5.875,6.042,1
1997-10-06,5.170,235.170,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0400,0.0578,0.0621,0.0469,0.0811,-0.00390,5.66915,0.01126,0.01126,0.00731,0.00416,0.00199,0.00038,2.361,2,1,1997-10-04,1997-10-08,5.125,5.292,5.125,5.292,0
1997-10-07,3.997,235.072,"Valente et al., 2016",Fluorescence,0.0450,0.0614,0.0659,0.0506,0.0833,-0.00376,5.59100,0.01094,0.01094,0.00699,0.00401,0.00196,0.00036,2.361,2,1,1997-10-05,1997-10-09,3.875,4.042,3.875,4.042,1
1997-10-07,1.970,234.960,"Valente et al., 2016",Fluorescence,0.0610,0.0951,0.0957,0.0856,0.0834,-0.00277,5.58613,0.00822,0.00822,0.00574,0.00331,0.00147,0.00017,2.361,2,1,1997-10-05,1997-10-09,1.875,2.042,1.875,2.042,1
1997-10-07,3.000,235.020,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0500,0.0716,0.0725,0.0598,0.0710,-0.00345,6.05706,0.00985,0.00985,0.00641,0.00357,0.00163,0.00018,2.361,2,1,1997-10-05,1997-10-09,2.958,3.125,2.958,3.125,0
1997-10-08,1.000,235.280,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0800,0.1209,0.1298,0.1123,0.1420,-0.00226,4.10097,0.00786,0.00786,0.00590,0.00372,0.00192,0.00040,2.361,2,1,1997-10-06,1997-10-10,0.958,1.125,0.958,1.125,0
1997-10-08,-0.220,235.650,"Valente et al., 2016",Fluorescence,0.0900,0.1751,0.1831,0.1716,0.1828,-0.00146,3.47225,0.00611,0.00611,0.00497,0.00338,0.00176,0.00025,2.361,2,1,1997-10-06,1997-10-10,-0.292,-0.125,-0.292,-0.125,1
1997-10-09,-1.001,235.414,"Valente et al., 2016",Fluorescence,0.1050,0.1445,0.1488,0.1428,0.1353,-0.00181,4.22852,0.00646,0.00646,0.00504,0.00313,0.00153,0.00012,2.361,2,1,1997-10-07,1997-10-11,-1.125,-0.958,-1.125,-0.958,1
1997-10-09,-2.020,235.100,"Valente et al., 2016",Fluorescence,0.1060,0.1362,0.1485,0.1313,0.1587,-0.00197,3.81555,0.00747,0.00747,0.00571,0.00378,0.00196,0.00028,2.361,2,1,1997-10-07,1997-10-11,-2.125,-1.958,-2.125,-1.958,1
1997-10-10,-3.000,235.310,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1000,0.1479,0.1616,0.1458,0.1686,-0.00177,3.66537,0.00683,0.00683,0.00545,0.00356,0.00186,0.00035,2.361,2,1,1997-10-08,1997-10-12,-3.042,-2.875,-3.042,-2.875,1
1997-10-10,10.000,163.983,"WOD: Boyer et al., 2018",Fluorescence,0.0750,0.0628,0.0626,0.0516,0.0530,-0.00373,6.90973,0.01017,0.01017,0.00635,0.00334,0.00147,0.00009,2.361,2,1,1997-10-08,1997-10-12,9.958,10.125,9.958,10.125,1
1997-10-10,-3.990,235.180,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1100,0.1322,0.1389,0.1266,0.1378,-0.00204,4.18061,0.00715,0.00715,0.00548,0.00344,0.00171,0.00025,2.361,2,1,1997-10-08,1997-10-12,-4.042,-3.875,-4.042,-3.875,0
1997-10-11,-5.000,235.060,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0700,0.1214,0.1273,0.1144,0.1265,-0.00223,4.40967,0.00766,0.00766,0.00563,0.00340,0.00174,0.00016,2.361,2,1,1997-10-09,1997-10-13,-5.042,-4.875,-5.042,-4.875,0
1997-10-11,-5.990,235.040,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0900,0.1117,0.1253,0.1036,0.1505,-0.00241,3.94928,0.00856,0.00856,0.00641,0.00424,0.00217,0.00049,2.361,2,1,1997-10-09,1997-10-13,-6.042,-5.875,-6.042,-5.875,1
1997-10-11,-6.990,235.020,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0900,0.1053,0.1188,0.0959,0.1501,-0.00256,3.95676,0.00903,0.00903,0.00667,0.00437,0.00228,0.00054,2.361,2,1,1997-10-09,1997-10-13,-7.042,-6.875,-7.042,-6.875,0
1997-10-11,5.167,165.017,"WOD: Boyer et al., 2018",Fluorescence,0.0900,0.0835,0.0797,0.0698,0.0646,-0.00316,6.33121,0.00897,0.00897,0.00583,0.00310,0.00142,0.00006,2.361,2,1,1997-10-09,1997-10-13,5.125,5.292,5.125,5.292,1
1997-10-23,3.000,217.870,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0600,0.0551,0.0542,0.0444,0.0381,-0.00401,7.87306,0.01041,0.01041,0.00633,0.00326,0.00132,0.00012,2.361,2,1,1997-10-21,1997-10-25,2.958,3.125,2.958,3.125,1
1997-10-24,5.010,220.030,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0400,0.0548,0.0565,0.0439,0.0605,-0.00403,6.52468,0.01107,0.01107,0.00692,0.00382,0.00170,0.00024,2.361,2,1,1997-10-22,1997-10-26,4.958,5.125,4.958,5.125,0
1997-11-10,8.019,204.994,"Valente et al., 2016",Fluorescence,0.0480,0.0795,0.0781,0.0687,0.0608,-0.00319,6.51019,0.00887,0.00887,0.00577,0.00316,0.00136,0.00012,2.551,2,1,1997-11-08,1997-11-12,7.958,8.125,7.958,8.125,0
1997-11-11,7.000,205.040,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0400,0.0815,0.0792,0.0709,0.0569,-0.00313,6.70596,0.00862,0.00862,0.00568,0.00307,0.00129,0.00009,2.551,2,1,1997-11-09,1997-11-13,6.958,7.125,6.958,7.125,1
1997-11-11,5.025,205.091,"Valente et al., 2016",Fluorescence,0.0560,0.0806,0.0812,0.0692,0.0754,-0.00317,5.88153,0.00907,0.00907,0.00617,0.00358,0.00154,0.00024,2.551,2,1,1997-11-09,1997-11-13,4.958,5.125,4.958,5.125,1
1997-11-11,5.998,205.064,"Valente et al., 2016",Fluorescence,0.0630,0.0910,0.0892,0.0810,0.0687,-0.00288,6.15361,0.00821,0.00821,0.00558,0.00310,0.00133,0.00010,2.551,2,1,1997-11-09,1997-11-13,5.875,6.042,5.875,6.042,0
1997-11-12,2.990,205.110,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0400,0.0623,0.0623,0.0505,0.0573,-0.00376,6.68387,0.01016,0.01016,0.00656,0.00359,0.00152,0.00028,2.551,2,1,1997-11-10,1997-11-14,2.875,3.042,2.875,3.042,1
1997-11-12,1.961,205.040,"Valente et al., 2016",Fluorescence,0.0430,0.0444,0.0463,0.0331,0.0678,-0.00456,6.19260,0.01239,0.01239,0.00798,0.00465,0.00200,0.00059,2.551,2,1,1997-11-10,1997-11-14,1.875,2.042,1.875,2.042,1
1997-11-12,3.990,205.070,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0500,0.0774,0.0764,0.0664,0.0610,-0.00325,6.49955,0.00902,0.00902,0.00601,0.00328,0.00139,0.00014,2.551,2,1,1997-11-10,1997-11-14,3.875,4.042,3.875,4.042,1
1997-11-12,5.020,205.070,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0500,0.0776,0.0790,0.0668,0.0745,-0.00324,5.91599,0.00923,0.00923,0.00626,0.00363,0.00156,0.00026,2.551,2,1,1997-11-10,1997-11-14,4.958,5.125,4.958,5.125,0
1997-11-13,1.006,205.157,"Valente et al., 2016",Fluorescence,0.0350,0.0505,0.0517,0.0390,0.0599,-0.00425,6.55545,0.01170,0.01170,0.00728,0.00385,0.00179,0.00022,2.551,2,1,1997-11-11,1997-11-15,0.958,1.125,0.958,1.125,1
1997-11-13,0.020,205.030,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0400,0.0594,0.0635,0.0475,0.0876,-0.00388,5.44456,0.01128,0.01128,0.00724,0.00410,0.00207,0.00048,2.551,2,1,1997-11-11,1997-11-15,-0.042,0.125,-0.042,0.125,1
1997-11-13,0.029,205.324,"Valente et al., 2016",Fluorescence,0.0410,0.0633,0.0632,0.0507,0.0631,-0.00376,6.40286,0.01041,0.01041,0.00648,0.00332,0.00163,0.00022,2.551,2,1,1997-11-11,1997-11-15,-0.042,0.125,-0.042,0.125,0
1997-11-14,-0.990,205.330,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0500,0.0567,0.0603,0.0452,0.0806,-0.00397,5.68553,0.01116,0.01116,0.00727,0.00425,0.00196,0.00057,2.551,2,1,1997-11-12,1997-11-16,-1.042,-0.875,-1.042,-0.875,0
1997-11-14,-2.010,205.020,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0500,0.0696,0.0744,0.0582,0.0922,-0.00350,5.29743,0.01043,0.01043,0.00693,0.00394,0.00197,0.00037,2.551,2,1,1997-11-12,1997-11-16,-2.125,-1.958,-2.125,-1.958,0
1997-11-14,-0.997,205.030,"Valente et al., 2016",Fluorescence,0.0540,0.0691,0.0693,0.0550,0.0784,-0.00361,5.76569,0.01022,0.01022,0.00658,0.00367,0.00177,0.00041,2.551,2,1,1997-11-12,1997-11-16,-1.042,-0.875,-1.042,-0.875,0
1997-11-15,-3.010,205.110,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0600,0.0878,0.0905,0.0773,0.0897,-0.00297,5.37719,0.00890,0.00890,0.00607,0.00353,0.00165,0.00023,2.551,2,1,1997-11-13,1997-11-17,-3.125,-2.958,-3.125,-2.958,1
1997-11-15,-4.000,205.290,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0600,0.0756,0.0775,0.0651,0.0738,-0.00329,5.94368,0.00950,0.00950,0.00632,0.00360,0.00160,0.00015,2.551,2,1,1997-11-13,1997-11-17,-4.042,-3.875,-4.042,-3.875,1
1997-11-21,-2.270,189.990,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0400,0.0506,0.0575,0.0398,0.1042,-0.00422,4.94928,0.01223,0.01223,0.00812,0.00456,0.00247,0.00099,2.551,2,1,1997-11-19,1997-11-23,-2.375,-2.208,-2.375,-2.208,0
1997-11-22,-3.998,190.002,"Valente et al., 2016",Fluorescence,0.0480,0.0590,0.0589,0.0482,0.0482,-0.00385,7.19011,0.01027,0.01027,0.00640,0.00337,0.00143,0.00016,2.551,2,1,1997-11-20,1997-11-24,-4.042,-3.875,-4.042,-3.875,0
1997-11-22,-2.990,190.050,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0300,0.0520,0.0512,0.0406,0.0431,-0.00418,7.51260,0.01097,0.01097,0.00666,0.00338,0.00146,0.00016,2.551,2,1,1997-11-20,1997-11-24,-3.042,-2.875,-3.042,-2.875,0
1997-11-23,-6.000,189.993,"Valente et al., 2016",Fluorescence,0.0370,0.0663,0.0666,0.0556,0.0567,-0.00359,6.71233,0.00980,0.00980,0.00603,0.00278,0.00146,0.00016,2.551,2,1,1997-11-21,1997-11-25,-6.042,-5.875,-6.042,-5.875,0
1997-11-23,-7.002,189.957,"Valente et al., 2016",Fluorescence,0.0440,0.0496,0.0519,0.0389,0.0633,-0.00426,6.39060,0.01180,0.01180,0.00742,0.00403,0.00185,0.00026,2.551,2,1,1997-11-21,1997-11-25,-7.125,-6.958,-7.125,-6.958,1
1997-11-24,-7.974,189.969,"Valente et al., 2016",Fluorescence,0.0530,0.0508,0.0527,0.0400,0.0599,-0.00420,6.55335,0.01146,0.01146,0.00709,0.00386,0.00175,0.00030,2.551,2,1,1997-11-22,1997-11-26,-8.042,-7.875,-8.042,-7.875,0
1997-11-24,-7.970,180.090,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0500,0.0493,0.0478,0.0388,0.0274,-0.00426,8.83557,0.01071,0.01071,0.00634,0.00324,0.00121,0.00010,2.551,2,1,1997-11-22,1997-11-26,-8.042,-7.875,-8.042,-7.875,1
1997-11-27,-7.003,180.085,"Valente et al., 2016",Fluorescence,0.0520,0.0671,0.0634,0.0561,0.0327,-0.00357,8.31646,0.00909,0.00909,0.00561,0.00291,0.00109,0.00011,2.551,2,1,1997-11-25,1997-11-29,-7.125,-6.958,-7.125,-6.958,1
1997-11-27,-7.953,180.137,"Valente et al., 2016",Fluorescence,0.0410,0.0489,0.0463,0.0384,0.0182,-0.00428,10.00205,0.01050,0.01050,0.00613,0.00292,0.00105,0.00003,2.551,2,1,1997-11-25,1997-11-29,-8.042,-7.875,-8.042,-7.875,1
1997-11-27,-7.000,189.970,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0500,0.0522,0.0537,0.0415,0.0565,-0.00414,6.72577,0.01127,0.01127,0.00701,0.00383,0.00168,0.00020,2.551,2,1,1997-11-25,1997-11-29,-7.042,-6.875,-7.042,-6.875,0
1997-11-30,-0.003,180.003,"Valente et al., 2016",Fluorescence,0.0680,0.0808,0.0876,0.0702,0.1062,-0.00315,4.89355,0.00975,0.00975,0.00670,0.00405,0.00199,0.00040,2.551,2,1,1997-11-28,1997-12-02,-0.125,0.042,-0.125,0.042,1
1997-12-01,0.998,180.198,"Valente et al., 2016",Fluorescence,0.0640,0.0738,0.0809,0.0632,0.1041,-0.00334,4.95166,0.01045,0.01045,0.00710,0.00420,0.00211,0.00033,2.344,2,1,1997-11-29,1997-12-03,0.875,1.042,0.875,1.042,0
1997-12-02,4.000,180.143,"Valente et al., 2016",Fluorescence,0.0630,0.0811,0.0819,0.0707,0.0726,-0.00313,5.99070,0.00902,0.00902,0.00614,0.00346,0.00151,0.00014,2.344,2,1,1997-11-30,1997-12-04,3.958,4.125,3.958,4.125,0
1997-12-02,4.000,180.150,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0600,0.0811,0.0819,0.0707,0.0726,-0.00313,5.99070,0.00902,0.00902,0.00614,0.00346,0.00151,0.00014,2.344,2,1,1997-11-30,1997-12-04,3.958,4.125,3.958,4.125,1
1997-12-02,5.027,180.117,"Valente et al., 2016",Fluorescence,0.0900,0.0797,0.0772,0.0691,0.0534,-0.00318,6.88694,0.00865,0.00865,0.00568,0.00301,0.00126,0.00010,2.344,2,1,1997-11-30,1997-12-04,4.958,5.125,4.958,5.125,0
1997-12-02,3.002,180.173,"Valente et al., 2016",Fluorescence,0.0550,0.0948,0.0841,0.0854,0.0305,-0.00278,8.51652,0.00722,0.00722,0.00478,0.00232,0.00085,-0.00007,2.344,2,1,1997-11-30,1997-12-04,2.958,3.125,2.958,3.125,1
1997-12-03,7.015,180.163,"Valente et al., 2016",Fluorescence,0.0710,0.0849,0.0830,0.0746,0.0623,-0.00303,6.43970,0.00840,0.00840,0.00557,0.00301,0.00130,0.00016,2.344,2,1,1997-12-01,1997-12-05,6.958,7.125,6.958,7.125,1
1997-12-04,8.000,180.090,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0700,0.1056,0.1020,0.0972,0.0744,-0.00253,5.91879,0.00743,0.00743,0.00501,0.00245,0.00126,0.00004,2.344,2,1,1997-12-02,1997-12-06,7.958,8.125,7.958,8.125,0
1997-12-07,-1.005,190.002,"Valente et al., 2016",Fluorescence,0.1010,0.0918,0.0980,0.0822,0.1073,-0.00285,4.86593,0.00906,0.00906,0.00635,0.00374,0.00186,0.00025,2.344,2,1,1997-12-05,1997-12-09,-1.125,-0.958,-1.125,-0.958,0
1997-12-08,1.931,190.053,"Valente et al., 2016",Fluorescence,0.0670,0.0987,0.0961,0.0896,0.0716,-0.00269,6.03077,0.00784,0.00784,0.00554,0.00312,0.00130,0.00003,2.344,2,1,1997-12-06,1997-12-10,1.875,2.042,1.875,2.042,0
1997-12-10,7.010,189.990,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0800,0.1158,0.1146,0.1082,0.0951,-0.00233,5.20936,0.00734,0.00734,0.00514,0.00298,0.00141,0.00004,2.344,2,1,1997-12-08,1997-12-12,6.958,7.125,6.958,7.125,1
1997-12-10,5.000,190.060,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1400,0.1440,0.1516,0.1414,0.1468,-0.00183,4.01351,0.00653,0.00653,0.00496,0.00313,0.00163,0.00029,2.344,2,1,1997-12-08,1997-12-12,4.958,5.125,4.958,5.125,1
1997-12-13,0.000,153.333,"Valente et al., 2016",HPLC,0.0740,0.0586,0.0609,0.0469,0.0725,-0.00391,5.99274,0.01085,0.01085,0.00710,0.00434,0.00181,0.00044,2.344,2,1,1997-12-11,1997-12-14,-0.042,0.125,-0.042,0.125,0
1997-12-14,0.000,160.000,"Valente et al., 2016",HPLC,0.1170,0.0833,0.0869,0.0730,0.0891,-0.00307,5.39675,0.00930,0.00930,0.00627,0.00365,0.00172,0.00017,2.344,2,1,1997-12-12,1997-12-16,-0.042,0.125,-0.042,0.125,1
1998-02-06,0.018,194.567,"Valente et al., 2016",Fluorescence,0.0825,0.0854,0.0869,0.0753,0.0794,-0.00301,5.72860,0.00884,0.00884,0.00608,0.00344,0.00154,0.00016,2.777,2,1,1998-02-04,1998-02-08,-0.042,0.125,-0.042,0.125,1
1998-02-13,9.034,263.872,"Valente et al., 2016",Fluorescence,0.0550,0.0947,0.0947,0.0851,0.0807,-0.00278,5.68270,0.00820,0.00820,0.00577,0.00322,0.00144,0.00014,2.777,2,1,1998-02-11,1998-02-15,8.958,9.125,8.958,9.125,0
1998-02-13,9.629,263.179,"Valente et al., 2016",Fluorescence,0.0820,0.1021,0.1014,0.0931,0.0841,-0.00261,5.56475,0.00784,0.00784,0.00553,0.00303,0.00141,0.00011,2.777,2,1,1998-02-11,1998-02-15,9.542,9.708,9.542,9.708,0
1998-02-14,8.020,264.990,"Valente et al., 2016",Fluorescence,0.0865,0.0968,0.1014,0.0874,0.1032,-0.00273,4.97699,0.00859,0.00859,0.00602,0.00355,0.00173,0.00021,2.777,2,1,1998-02-12,1998-02-16,7.958,8.125,7.958,8.125,1
1998-02-14,7.781,265.025,"Valente et al., 2016",Fluorescence,0.0550,0.0966,0.0970,0.0866,0.0857,-0.00275,5.50830,0.00818,0.00818,0.00570,0.00328,0.00149,0.00018,2.777,2,1,1998-02-12,1998-02-16,7.708,7.875,7.708,7.875,0
1998-02-14,8.054,265.037,"Valente et al., 2016",Fluorescence,0.0830,0.0989,0.1010,0.0897,0.0938,-0.00268,5.24873,0.00825,0.00825,0.00577,0.00334,0.00157,0.00016,2.777,2,1,1998-02-12,1998-02-16,7.958,8.125,7.958,8.125,0
1998-02-14,8.528,264.473,"Valente et al., 2016",Fluorescence,0.0520,0.1014,0.1015,0.0922,0.0875,-0.00263,5.44792,0.00796,0.00796,0.00564,0.00312,0.00146,0.00013,2.777,2,1,1998-02-12,1998-02-16,8.458,8.625,8.458,8.625,0
1998-02-15,7.000,265.050,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0600,0.0921,0.0924,0.0820,0.0806,-0.00285,5.68617,0.00840,0.00840,0.00578,0.00326,0.00148,0.00015,2.777,2,1,1998-02-13,1998-02-17,6.958,7.125,6.958,7.125,0
1998-02-15,5.990,265.090,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0800,0.0840,0.0816,0.0734,0.0596,-0.00306,6.56583,0.00853,0.00853,0.00561,0.00293,0.00130,0.00008,2.777,2,1,1998-02-13,1998-02-17,5.875,6.042,5.875,6.042,1
1998-02-15,5.813,265.067,"Valente et al., 2016",Fluorescence,0.0760,0.0798,0.0770,0.0691,0.0528,-0.00318,6.92218,0.00866,0.00866,0.00562,0.00289,0.00125,0.00008,2.777,2,1,1998-02-13,1998-02-17,5.708,5.875,5.708,5.875,1
1998-02-15,6.815,265.048,"Valente et al., 2016",Fluorescence,0.0520,0.0955,0.0966,0.0857,0.0872,-0.00277,5.45776,0.00830,0.00830,0.00579,0.00326,0.00152,0.00017,2.777,2,1,1998-02-13,1998-02-17,6.708,6.875,6.708,6.875,1
1998-02-16,4.059,265.031,"Valente et al., 2016",Fluorescence,0.0530,0.1068,0.1050,0.0981,0.0842,-0.00251,5.55872,0.00753,0.00753,0.00537,0.00297,0.00135,0.00011,2.777,2,1,1998-02-14,1998-02-18,3.958,4.125,3.958,4.125,0
1998-02-16,5.030,265.040,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0500,0.0789,0.0758,0.0684,0.0494,-0.00320,7.11962,0.00861,0.00861,0.00562,0.00291,0.00121,0.00009,2.777,2,1,1998-02-14,1998-02-18,4.958,5.125,4.958,5.125,0
1998-02-16,3.000,265.030,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1000,0.1329,0.1363,0.1283,0.1250,-0.00201,4.44238,0.00692,0.00692,0.00528,0.00314,0.00156,0.00012,2.777,2,1,1998-02-14,1998-02-18,2.958,3.125,2.958,3.125,0
1998-02-16,5.039,265.088,"Valente et al., 2016",Fluorescence,0.0530,0.0795,0.0754,0.0690,0.0443,-0.00318,7.43864,0.00848,0.00848,0.00547,0.00278,0.00114,0.00005,2.777,2,1,1998-02-14,1998-02-18,4.958,5.125,4.958,5.125,0
1998-02-17,1.895,264.980,"Valente et al., 2016",Fluorescence,0.0880,0.1483,0.1518,0.1503,0.1307,-0.00171,4.32096,0.00605,0.00605,0.00469,0.00290,0.00140,0.00009,2.777,2,1,1998-02-15,1998-02-19,1.792,1.958,1.792,1.958,0
1998-02-17,1.978,264.980,"Valente et al., 2016",Fluorescence,0.1010,0.1438,0.1485,0.1443,0.1316,-0.00179,4.30291,0.00625,0.00625,0.00483,0.00298,0.00145,0.00015,2.777,2,1,1998-02-15,1998-02-19,1.875,2.042,1.875,2.042,0
1998-02-17,0.110,265.080,"Valente et al., 2016",Fluorescence,0.1045,0.1390,0.1491,0.1362,0.1495,-0.00190,3.96664,0.00679,0.00679,0.00533,0.00342,0.00171,0.00034,2.777,2,1,1998-02-15,1998-02-19,0.042,0.208,0.042,0.208,1
1998-02-17,1.000,265.040,"Valente et al., 2016",Fluorescence,0.1500,0.1732,0.1777,0.1637,0.1815,-0.00155,3.48871,0.00632,0.00632,0.00507,0.00324,0.00181,0.00032,2.777,2,1,1998-02-15,1998-02-19,0.958,1.125,0.958,1.125,1
1998-02-17,0.116,265.017,"Valente et al., 2016",Fluorescence,0.1120,0.1390,0.1491,0.1362,0.1495,-0.00190,3.96664,0.00679,0.00679,0.00533,0.00342,0.00171,0.00034,2.777,2,1,1998-02-15,1998-02-19,0.042,0.208,0.042,0.208,1
1998-02-18,-0.980,264.850,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0900,0.1504,0.1651,0.1500,0.1707,-0.00171,3.63480,0.00676,0.00676,0.00541,0.00347,0.00186,0.00030,2.777,2,1,1998-02-16,1998-02-20,-1.042,-0.875,-1.042,-0.875,1
1998-02-18,0.091,265.028,"Valente et al., 2016",Fluorescence,0.0930,0.1390,0.1491,0.1362,0.1495,-0.00190,3.96664,0.00679,0.00679,0.00533,0.00342,0.00171,0.00034,2.777,2,1,1998-02-16,1998-02-20,0.042,0.208,0.042,0.208,1
1998-02-18,-1.869,264.692,"Valente et al., 2016",Fluorescence,0.1350,0.1165,0.1161,0.1090,0.0986,-0.00232,5.10533,0.00724,0.00724,0.00529,0.00305,0.00142,0.00014,2.777,2,1,1998-02-16,1998-02-20,-1.958,-1.792,-1.958,-1.792,1
1998-02-19,-3.980,264.910,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1000,0.1027,0.1048,0.0933,0.0981,-0.00261,5.12040,0.00807,0.00807,0.00567,0.00341,0.00158,0.00020,2.777,2,1,1998-02-17,1998-02-21,-4.042,-3.875,-4.042,-3.875,1
1998-02-19,-1.930,264.980,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1700,0.1201,0.1251,0.1112,0.1269,-0.00228,4.40061,0.00757,0.00757,0.00574,0.00359,0.00172,0.00033,2.777,2,1,1998-02-17,1998-02-21,-2.042,-1.875,-2.042,-1.875,1
1998-02-19,-2.003,264.978,"Valente et al., 2016",Fluorescence,0.1570,0.1218,0.1271,0.1133,0.1290,-0.00224,4.35614,0.00752,0.00752,0.00575,0.00361,0.00173,0.00033,2.777,2,1,1998-02-17,1998-02-21,-2.125,-1.958,-2.125,-1.958,0
1998-02-19,-2.980,264.950,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1200,0.1166,0.1165,0.1092,0.0995,-0.00231,5.08072,0.00721,0.00721,0.00528,0.00315,0.00142,0.00016,2.777,2,1,1998-02-17,1998-02-21,-3.042,-2.875,-3.042,-2.875,0
1998-02-19,-2.997,264.932,"Valente et al., 2016",Fluorescence,0.1345,0.1166,0.1165,0.1092,0.0995,-0.00231,5.08072,0.00721,0.00721,0.00528,0.00315,0.00142,0.00016,2.777,2,1,1998-02-17,1998-02-21,-3.042,-2.875,-3.042,-2.875,1
1998-02-22,-8.016,262.495,"Valente et al., 2016",Fluorescence,0.1160,0.1408,0.1481,0.1372,0.1444,-0.00188,4.05749,0.00682,0.00682,0.00517,0.00314,0.00168,0.00022,2.777,2,1,1998-02-20,1998-02-24,-8.125,-7.958,-8.125,-7.958,1
1998-02-23,-8.007,261.173,"Valente et al., 2016",Fluorescence,0.1180,0.1524,0.1594,0.1518,0.1504,-0.00169,3.95136,0.00637,0.00637,0.00513,0.00321,0.00161,0.00016,2.777,2,1,1998-02-21,1998-02-25,-8.125,-7.958,-8.125,-7.958,0
1998-02-23,-8.006,259.065,"Valente et al., 2016",Fluorescence,0.1470,0.1627,0.1716,0.1655,0.1615,-0.00153,3.77034,0.00602,0.00602,0.00499,0.00314,0.00160,0.00015,2.777,2,1,1998-02-21,1998-02-25,-8.125,-7.958,-8.125,-7.958,1
1998-02-24,-8.004,257.514,"Valente et al., 2016",Fluorescence,0.1160,0.1422,0.1519,0.1383,0.1539,-0.00187,3.89165,0.00688,0.00688,0.00554,0.00343,0.00177,0.00030,2.777,2,1,1998-02-22,1998-02-26,-8.125,-7.958,-8.125,-7.958,0
1998-02-26,-6.980,250.080,MBARI: Strutton & Chavez. 2008,Fluorescence,0.0900,0.1087,0.0986,0.1007,0.0515,-0.00247,6.99585,0.00674,0.00674,0.00485,0.00199,0.00096,0.00003,2.777,2,1,1998-02-24,1998-02-28,-7.042,-6.875,-7.042,-6.875,1
1998-02-26,-7.992,250.045,"Valente et al., 2016",Fluorescence,0.1030,0.1270,0.1324,0.1227,0.1243,-0.00209,4.45833,0.00704,0.00704,0.00541,0.00318,0.00158,0.00021,2.777,2,1,1998-02-24,1998-02-28,-8.042,-7.875,-8.042,-7.875,0
1998-02-26,-6.867,250.060,"Valente et al., 2016",Fluorescence,0.1030,0.1087,0.0986,0.1007,0.0515,-0.00247,6.99585,0.00674,0.00674,0.00485,0.00199,0.00096,0.00003,2.777,2,1,1998-02-24,1998-02-28,-6.958,-6.792,-6.958,-6.792,1
1998-02-26,-7.980,250.060,MBARI: Strutton & Chavez. 2008,Fluorescence,0.1000,0.1270,0.1324,0.1227,0.1243,-0.00209,4.45833,0.00704,0.00704,0.00541,0.00318,0.00158,0.00021,2.777,2,1,1998-02-24,1998-02-28,-8.042,-7.875,-8.042,-7.875,1
